Évry-Courcouronnes(préfecture),48.6288788,2.436649
Abbéville-la-Rivière,48.3469518,2.1673795
Angerville,48.3115817,2.0031549
Angervilliers,48.5937335,2.0639333
Arpajon,48.589163,2.2460928
Arrancourt,48.34191680000001,2.161726
Athis-Mons,48.7100622,2.3929294
Authon-la-Plaine,48.45132479999999,1.9571921
Auvernaux,48.5280135,2.4928885
Auvers-Saint-Georges,48.4927787,2.2173731
Avrainville,48.5621404,2.246518
Ballainvilliers,48.6752107,2.2957398
Ballancourt-sur-Essonne,48.51876739999999,2.3892449
Baulne,48.4925007,2.3595652
Bièvres,48.753387,2.2074004
Blandy,48.3133152,2.2570842
Boigneville,48.3350194,2.3716702
Bois-Herpin,48.36972859999999,2.2348514
Boissy-la-Rivière,48.3751226,2.1554741
Boissy-le-Cutté,48.4693864,2.2820758
Boissy-le-Sec,48.4899044,2.0819194
Boissy-sous-Saint-Yon,48.5525104,2.2138634
Bondoufle,48.6094418,2.3743555
Boullay-les-Troux,48.6762852,2.046433
Bouray-sur-Juine,48.5117918,2.2938025
Boussy-Saint-Antoine,48.6893273,2.5300965
Boutervilliers,48.4527709,2.0563417
Boutigny-sur-Essonne,48.43729159999999,2.3806534
Bouville,48.43158039999999,2.2750423
Brétigny-sur-Orge,48.6055692,2.3127015
Breuillet,48.5661909,2.1712658
Breux-Jouy,48.5564764,2.1612219
Brières-les-Scellés,48.4575734,2.1390926
Briis-sous-Forges,48.6240554,2.1234974
Brouy,48.3165884,2.2793674
Brunoy,48.69819039999999,2.5045178
Bruyères-le-Châtel,48.6028846,2.1849368
Buno-Bonnevaux,48.3604472,2.3880117
Bures-sur-Yvette,48.6915819,2.155157
Cerny,48.4752742,2.3287019
Chalo-Saint-Mars,48.4265917,2.0671487
Chalou-Moulineux,48.3837224,2.0225521
Chamarande,48.5232625,2.2235803
Champcueil,48.5150561,2.4449775
Champlan,48.7081313,2.2774045
Champmotteux,48.3425768,2.3210197
Chatignonville,48.46855129999999,1.9302267
Chauffour-lès-Étréchy,48.50352969999999,2.1687073
Cheptainville,48.547205,2.2760121
Chevannes,48.5338706,2.4391601
Chilly-Mazarin,48.7084594,2.3126333
Congerville-Thionville,48.3880743,1.9846068
Corbeil-Essonnes,48.6101938,2.4746991
Corbreuse,48.4959881,1.9601649
Courances,48.4404024,2.4751294
Courdimanche-sur-Essonne,48.4170028,2.3785488
Courson-Monteloup,48.5966165,2.1450851
Crosne,48.7204084,2.4650064
D'Huison-Longueville,48.4552951,2.3227565
Dannemois,48.4523501,2.4745199
Dourdan,48.5291104,2.0153719
Draveil,48.6788561,2.4245689
Écharcon,48.56984600000001,2.4046583
Égly,48.5801907,2.2189868
Épinay-sous-Sénart,48.6892232,2.5126177
Épinay-sur-Orge,48.6727569,2.3242911
Étampes,48.4342943,2.1612626
Étiolles,48.6368135,2.4715776
Étréchy,48.493416,2.1905354
Fleury-Mérogis,48.635033,2.365441
Fontaine-la-Rivière,48.3583617,2.1520644
Fontenay-le-Vicomte,48.54728,2.39973
Fontenay-lès-Briis,48.6294066,2.1361592
Forges-les-Bains,48.628108,2.0985323
Gif-sur-Yvette,48.715729,2.129881
Gironville-sur-Essonne,48.3725792,2.3803169
Gometz-la-Ville,48.6714496,2.1268718
Gometz-le-Châtel,48.6741988,2.1456266
Grigny,48.6594523,2.3892205
Guibeville,48.5680849,2.2702998
Guigneville-sur-Essonne,48.4730487,2.3550184
Guillerval,48.3648147,2.102435
Igny,48.7375842,2.222934
Itteville,48.5141804,2.3398083
Janville-sur-Juine,48.5134543,2.2595551
Janvry,48.6478164,2.1534753
Juvisy-sur-Orge,48.6924661,2.3734777
La Ferté-Alais,48.481616,2.3482448
La Forêt-Sainte-Croix,48.3842989,2.2300719
La Forêt-le-Roi,48.4785524,2.0462866
La Norville,48.5819037,2.2612456
La Ville-du-Bois,48.6609691,2.2679598
Lardy,48.510496,2.265752
Le Coudray-Montceaux,48.5657074,2.4855545
Le Mérévillois,nan,nan
Le Plessis-Pâté,48.6123324,2.3251282
Le Val-Saint-Germain,48.5654469,2.0600111
Les Granges-le-Roi,48.5034944,2.0197748
Les Molières,48.6725203,2.0685953
Les Ulis,48.6741988,2.1456266
Leudeville,48.5724411,2.3290482
Leuville-sur-Orge,48.616112,2.2635827
Limours,48.6455145,2.0784035
Linas,48.6317236,2.267187
Lisses,48.5989373,2.4288472
Longjumeau,48.6930639,2.2947613
Longpont-sur-Orge,48.64254589999999,2.2920805
Maisse,48.3941161,2.3770642
Marcoussis,48.64238169999999,2.2299005
Marolles-en-Beauce,48.3748581,2.2016799
Marolles-en-Hurepoix,48.5642133,2.2987148
Massy,48.7216967,2.2827009
Mauchamps,48.5285628,2.1973451
Mennecy,48.5666744,2.4342999
Mérobert,48.4164351,2.0047222
Mespuits,48.3575328,2.2762723
Milly-la-Forêt,48.4034676,2.4683269
Moigny-sur-École,48.4330623,2.4574411
Mondeville,48.4904594,2.4158719
Monnerville,48.3464185,2.043882
Montgeron,48.6978397,2.4598308
Montlhéry,48.6383561,2.2715311
Morangis,48.7005217,2.3372229
Morigny-Champigny,48.4467529,2.181657
Morsang-sur-Orge,48.6578273,2.353564
Morsang-sur-Seine,48.5705677,2.4931776
Nainville-les-Roches,48.5054555,2.4945294
Nozay,48.6601238,2.2428541
Ollainville,48.611999,2.214714
Oncy-sur-École,48.3817026,2.4751093
Ormoy,48.5702039,2.4562338
Ormoy-la-Rivière,48.4041221,2.1497
Orsay,48.6972418,2.1896618
Orveau,48.4488262,2.2969725
Palaiseau,48.712615,2.2271169
Paray-Vieille-Poste,48.71255679999999,2.3634208
Pecqueuse,48.6464687,2.0496999
Plessis-Saint-Benoist,48.4446223,2.0049055
Prunay-sur-Essonne,48.3569983,2.3739228
Puiselet-le-Marais,48.4046345,2.2627664
Pussay,48.3725298,2.0061519
Quincy-sous-Sénart,48.6711408,2.5407184
Richarville,48.4697508,2.0023116
Ris-Orangis,48.6457477,2.4106052
Roinville,48.531312,2.046991900000001
Roinvilliers,48.356279,2.2411987
Saclas,48.3611468,2.1267335
Saclay,48.7368489,2.1784626
Saint-Aubin,48.7142068,2.145205100000001
Saint-Chéron,48.55136419999999,2.1280076
Saint-Cyr-la-Rivière,48.3549169,2.1486868
Saint-Cyr-sous-Dourdan,48.56334580000001,2.0422563
Saint-Escobille,48.4298541,1.9671622
Saint-Germain-lès-Arpajon,48.5990969,2.2653328
Saint-Germain-lès-Corbeil,48.6274538,2.4919713
Saint-Hilaire,48.43342939999999,2.0759435
Saint-Jean-de-Beauregard,48.6694569,2.1678952
Saint-Maurice-Montcouronne,48.5821826,2.1252403
Saint-Michel-sur-Orge,48.63068819999999,2.3093589
Saint-Pierre-du-Perray,48.6049164,2.5187631
Saint-Sulpice-de-Favières,48.5349156,2.1831056
Saint-Vrain,48.540361,2.3241136
Saint-Yon,48.5602273,2.1833615
Sainte-Geneviève-des-Bois,48.64088719999999,2.3260068
Saintry-sur-Seine,48.59625190000001,2.49279
Saulx-les-Chartreux,48.6871884,2.2643048
Savigny-sur-Orge,48.6803558,2.3468913
Sermaise,48.536658,2.0806287
Soisy-sur-École,48.4769596,2.4855996
Soisy-sur-Seine,48.6500133,2.453313
Souzy-la-Briche,48.5289924,2.1475464
Tigery,48.63913849999999,2.5061479
Torfou,48.5310182,2.2264695
Valpuiseaux,48.3963863,2.3054301
Varennes-Jarcy,48.6784705,2.55984
Vaugrigneuse,48.6029032,2.1202296
Vauhallan,48.73420249999999,2.2073083
Vayres-sur-Essonne,48.43844199999999,2.382215
Verrières-le-Buisson,48.751607,2.250304
Vert-le-Grand,48.573316,2.358973
Vert-le-Petit,48.5494411,2.3589035
Videlles,48.4647502,2.4311028
Vigneux-sur-Seine,48.7087333,2.4274501
Villabé,48.58957359999999,2.4546738
Villebon-sur-Yvette,48.6963486,2.2366977
Villeconin,48.5139655,2.1237377
Villejust,48.6823595,2.2367389
Villemoisson-sur-Orge,48.6600303,2.3298864
Villeneuve-sur-Auvers,48.4742528,2.2490818
Villiers-le-Bâcle,48.7257551,2.1251885
Villiers-sur-Orge,48.6602816,2.299709
Viry-Châtillon,48.6672969,2.3710902
Wissous,48.730794,2.327766
Yerres,48.717308,2.4954453
